aX,aY,aZ,gX,gY,gZ
0.10,0.31,0.82,-22.95,49.01,-10.74
0.11,0.32,0.84,-25.21,46.94,-12.57
0.11,0.31,0.87,-28.56,44.80,-14.47
0.13,0.33,0.85,-30.88,45.59,-16.05
0.14,0.32,0.82,-31.62,45.35,-17.88
0.15,0.32,0.80,-30.82,44.68,-19.59
0.16,0.34,0.82,-28.75,42.42,-19.90
0.17,0.36,0.82,-25.02,41.87,-20.51
0.17,0.35,0.77,-21.18,42.60,-22.28
0.18,0.36,0.77,-18.19,40.53,-23.13
0.18,0.34,0.79,-17.15,38.39,-24.23
0.19,0.38,0.83,-15.81,36.87,-24.78
0.19,0.38,0.77,-14.40,38.64,-26.00
0.20,0.36,0.72,-13.98,39.12,-28.20
0.21,0.35,0.73,-12.82,36.38,-29.36
0.22,0.34,0.71,-11.96,34.97,-30.27
0.22,0.37,0.69,-12.08,33.26,-30.33
0.23,0.39,0.71,-12.21,30.33,-31.19
0.23,0.37,0.72,-12.15,28.69,-33.51
0.24,0.36,0.72,-11.11,28.14,-35.64
0.25,0.34,0.69,-11.23,28.02,-36.93
0.25,0.33,0.68,-12.15,27.28,-38.15
0.26,0.31,0.69,-11.84,25.45,-39.55
0.26,0.31,0.68,-11.05,24.17,-39.98
0.27,0.32,0.66,-11.47,23.56,-40.59
0.27,0.30,0.69,-12.88,20.81,-41.99
0.28,0.26,0.70,-13.00,19.47,-42.91
0.29,0.26,0.69,-12.21,19.35,-42.85
0.29,0.26,0.66,-11.60,18.98,-42.66
0.30,0.26,0.66,-12.08,16.97,-42.72
0.30,0.24,0.70,-13.31,14.71,-43.15
0.30,0.24,0.71,-13.12,14.10,-43.40
0.31,0.26,0.67,-11.47,15.32,-43.33
0.32,0.22,0.64,-9.89,14.53,-44.49
0.33,0.21,0.63,-8.42,12.45,-44.62
0.34,0.23,0.62,-7.39,10.56,-43.88
0.35,0.19,0.61,-7.57,8.67,-45.17
0.35,0.18,0.60,-9.28,6.29,-45.59
0.35,0.19,0.66,-10.80,2.20,-44.80
0.35,0.17,0.71,-11.54,0.18,-45.41
0.34,0.19,0.70,-10.62,0.55,-44.98
0.35,0.18,0.71,-9.64,0.06,-45.41
0.35,0.15,0.69,-10.13,0.49,-45.90
0.35,0.14,0.69,-10.80,0.18,-45.41
0.35,0.15,0.66,-11.35,-0.49,-44.62
0.36,0.15,0.65,-11.17,-1.53,-44.56
0.36,0.16,0.65,-10.68,-3.66,-44.62
0.36,0.15,0.64,-10.93,-5.13,-45.10
0.36,0.13,0.67,-11.17,-6.84,-45.29
0.36,0.12,0.70,-11.23,-8.24,-45.17
0.36,0.13,0.71,-10.01,-8.91,-44.07
0.36,0.12,0.69,-9.09,-9.03,-43.70
0.36,0.12,0.70,-9.34,-10.62,-43.58
0.36,0.10,0.75,-9.40,-13.31,-43.21
0.36,0.11,0.74,-9.64,-12.88,-42.30
0.36,0.11,0.73,-10.31,-13.18,-41.75
0.36,0.07,0.76,-10.93,-14.71,-41.99
0.35,0.08,0.79,-10.93,-15.56,-40.95
0.35,0.08,0.82,-9.58,-15.87,-39.55
0.34,0.07,0.79,-8.18,-14.22,-39.37
0.34,0.05,0.76,-7.81,-13.00,-39.12
0.35,0.02,0.73,-8.97,-13.49,-38.70
0.35,0.01,0.72,-10.80,-14.95,-37.48
0.34,0.01,0.74,-12.82,-17.52,-36.01
0.34,-0.00,0.75,-15.38,-18.80,-35.28
0.33,-0.01,0.76,-18.19,-19.71,-34.30
0.33,-0.05,0.78,-19.78,-20.63,-33.20
0.33,-0.02,0.78,-18.19,-20.81,-30.82
0.32,-0.01,0.74,-15.38,-19.71,-29.30
0.33,-0.01,0.71,-13.85,-20.08,-28.93
0.34,-0.02,0.69,-13.73,-21.91,-28.08
0.34,-0.03,0.71,-13.61,-24.72,-26.67
0.33,-0.01,0.75,-12.45,-27.59,-24.78
0.33,0.02,0.76,-11.23,-28.50,-22.64
0.32,0.02,0.77,-10.86,-28.75,-22.34
0.32,0.02,0.79,-10.86,-29.05,-22.03
0.32,0.02,0.77,-9.46,-28.44,-21.30
0.33,0.02,0.73,-8.36,-27.53,-20.81
0.32,0.02,0.71,-8.54,-28.63,-19.84
0.31,0.01,0.74,-8.30,-31.74,-19.17
0.31,0.02,0.77,-7.39,-34.30,-18.01
0.30,0.03,0.79,-7.39,-35.16,-17.03
0.29,0.05,0.82,-7.39,-36.50,-16.36
0.28,0.03,0.86,-6.84,-37.35,-16.17
0.28,0.03,0.88,-4.64,-36.87,-15.87
0.29,0.00,0.85,-2.62,-35.16,-15.32
0.29,0.01,0.81,-2.56,-34.30,-14.10
0.27,0.02,0.82,-4.21,-36.13,-12.57
0.26,0.03,0.86,-6.35,-38.15,-11.84
0.25,0.04,0.89,-7.26,-38.57,-11.05
0.23,0.03,0.88,-7.20,-37.60,-10.62
0.21,0.03,0.89,-6.10,-37.48,-10.07
0.20,0.05,0.90,-3.66,-37.48,-9.28
0.19,-0.00,0.88,-0.55,-36.38,-9.83
0.18,0.05,0.83,3.78,-34.55,-8.61
0.16,0.01,0.78,5.92,-34.67,-9.22
0.17,-0.04,0.74,5.13,-35.10,-10.19
0.21,-0.06,0.74,1.40,-37.41,-9.52
0.24,-0.13,0.68,-3.60,-38.09,-8.79
0.25,-0.12,0.68,-10.80,-41.08,-5.37
0.23,-0.02,0.81,-16.72,-48.83,1.22
0.18,0.19,0.97,-20.45,-53.16,6.65
0.15,0.25,1.09,-21.24,-52.92,5.74
0.14,0.26,1.11,-16.78,-48.03,1.95
0.14,0.21,1.06,-8.85,-42.30,-1.59
0.15,0.13,0.97,0.61,-38.51,-4.27
0.14,0.11,0.93,5.92,-38.15,-4.64
0.16,0.04,0.96,5.68,-40.53,-4.94
0.15,0.02,0.94,2.44,-40.28,-4.33
0.13,-0.02,0.95,-0.24,-40.95,-2.87
0.11,-0.02,0.99,-1.16,-42.11,-0.43
0.09,0.00,1.00,-0.49,-41.56,3.11
0.07,0.03,1.00,0.55,-40.65,5.00
0.06,0.05,0.99,1.59,-39.98,5.92
0.07,0.04,0.96,2.75,-38.57,5.98
0.06,0.01,0.93,4.39,-38.45,5.98
0.05,-0.00,0.94,5.80,-39.61,6.71
0.06,-0.02,0.95,6.71,-40.28,7.51
0.06,-0.06,0.95,5.92,-40.59,8.06
0.04,-0.06,0.95,3.54,-41.38,10.38
0.03,-0.04,1.02,-0.43,-43.52,13.06
0.03,-0.03,1.09,-1.16,-43.40,14.59
0.02,0.00,1.05,0.61,-39.00,16.11
0.01,0.02,1.02,4.52,-36.56,17.52
0.01,0.01,1.00,8.67,-35.46,18.13
-0.00,-0.01,0.96,12.33,-33.75,19.04
-0.01,-0.02,0.93,17.03,-33.39,20.26
-0.02,-0.01,0.88,23.19,-33.26,21.85
-0.03,-0.03,0.83,26.79,-32.96,22.28
-0.03,-0.06,0.81,29.24,-34.36,22.58
-0.01,-0.08,0.79,32.17,-36.19,23.50
-0.00,-0.13,0.78,30.46,-37.96,24.54
-0.02,-0.08,0.85,26.00,-42.36,28.32
-0.04,0.03,1.03,21.97,-48.40,32.17
-0.05,0.02,1.11,19.59,-47.85,31.49
-0.06,0.01,1.13,17.64,-43.27,30.40
-0.08,0.03,1.15,15.44,-40.53,31.62
-0.09,0.03,1.15,14.71,-37.78,31.19
-0.10,-0.03,1.20,15.14,-35.34,30.09
-0.10,0.00,1.17,20.87,-31.07,31.37
-0.10,-0.04,1.09,23.38,-26.92,31.56
-0.11,-0.04,1.12,20.57,-28.32,31.49
-0.13,0.02,1.14,18.80,-29.60,33.39
-0.12,0.01,1.14,18.62,-29.17,32.35
-0.13,-0.05,1.16,17.46,-28.69,30.64
-0.13,-0.04,1.18,17.03,-27.89,31.68
-0.14,-0.03,1.15,16.11,-26.18,33.02
-0.16,-0.05,1.16,13.24,-25.21,33.57
-0.16,-0.07,1.22,12.27,-25.57,34.79
-0.16,-0.05,1.19,13.67,-21.73,36.56
-0.16,-0.04,1.09,13.24,-17.40,37.60
-0.16,-0.04,1.09,10.31,-18.25,38.21
-0.16,0.01,1.11,6.84,-20.75,39.73
-0.17,0.03,1.12,4.52,-21.00,39.67
-0.15,-0.00,1.13,3.60,-21.00,38.09
-0.16,-0.02,1.09,2.14,-19.71,37.23
-0.17,-0.01,1.10,-0.43,-20.39,38.64
-0.18,-0.00,1.18,-2.50,-22.46,39.43
-0.19,0.04,1.22,-1.10,-21.42,40.28
-0.19,0.05,1.18,2.93,-16.97,39.55
-0.19,0.01,1.13,5.07,-13.73,38.02
-0.18,-0.02,1.11,5.31,-13.24,37.41
-0.18,-0.04,1.08,4.21,-12.39,38.39
-0.19,-0.03,1.09,1.65,-13.67,39.79
-0.19,-0.02,1.14,-1.22,-15.08,40.71
-0.19,-0.02,1.18,-2.38,-14.59,41.20
-0.21,0.01,1.18,-2.08,-11.96,42.30
-0.21,0.02,1.20,-1.34,-10.07,42.42
-0.21,0.06,1.19,-0.43,-7.81,42.24
-0.21,0.06,1.20,0.49,-6.16,41.50
-0.20,0.02,1.19,0.37,-4.21,39.67
-0.20,0.00,1.13,-0.24,-1.04,39.79
-0.20,-0.01,1.12,-2.38,-0.79,39.92
-0.21,0.02,1.16,-4.88,-2.56,41.38
-0.21,0.03,1.24,-5.92,-3.23,41.69
-0.22,0.08,1.23,-4.52,-0.18,42.18
-0.22,0.08,1.21,-4.88,3.23,41.26
-0.21,0.07,1.23,-5.49,3.97,40.28
-0.21,0.05,1.22,-4.76,6.04,39.43
-0.21,0.08,1.19,-3.66,8.73,39.73
-0.20,0.07,1.20,-2.99,9.77,39.37
-0.21,0.06,1.20,-3.48,10.74,38.39
-0.21,0.07,1.19,-4.82,12.33,38.82
-0.21,0.09,1.21,-4.70,12.82,39.18
-0.21,0.10,1.20,-4.70,14.47,39.00
-0.21,0.08,1.17,-5.25,16.72,38.21
-0.21,0.09,1.15,-6.65,18.07,38.45
-0.20,0.08,1.19,-7.14,17.40,38.33
-0.21,0.11,1.18,-4.39,19.47,38.76
-0.21,0.11,1.16,-2.44,21.97,38.57
-0.21,0.12,1.19,-3.48,22.16,37.96
-0.20,0.13,1.19,-4.27,23.74,37.48
-0.19,0.08,1.14,-4.52,26.79,36.13
-0.18,0.07,1.13,-5.74,27.28,35.71
-0.19,0.13,1.12,-6.90,26.86,37.54
-0.19,0.15,1.19,-8.42,25.94,36.87
-0.18,0.15,1.22,-9.28,26.92,35.16
-0.19,0.16,1.17,-8.12,31.56,33.75
-0.18,0.17,1.14,-6.71,34.36,32.29
-0.17,0.12,1.16,-6.65,34.55,29.66
-0.16,0.12,1.15,-7.20,36.13,29.30
-0.16,0.12,1.11,-7.20,38.51,29.54
-0.17,0.15,1.09,-8.24,38.76,29.60
-0.15,0.15,1.12,-9.40,37.60,28.44
-0.14,0.12,1.11,-12.02,38.94,25.70
-0.14,0.12,1.08,-13.31,41.02,25.57
-0.13,0.13,1.08,-13.92,41.32,25.15
-0.12,0.12,1.07,-14.83,41.38,24.54
-0.12,0.12,1.06,-14.59,41.87,24.72
-0.11,0.13,1.06,-14.89,41.81,24.90
-0.11,0.17,1.06,-14.71,41.75,25.09
-0.11,0.19,1.08,-16.11,41.63,24.29
-0.10,0.18,1.10,-17.03,42.66,22.58
-0.10,0.19,1.10,-14.95,44.56,21.55
-0.09,0.21,1.05,-13.31,47.12,20.26
-0.07,0.21,1.03,-13.79,48.10,18.62
-0.05,0.21,1.03,-14.47,47.42,16.85
-0.04,0.21,1.00,-14.59,48.22,15.99
-0.04,0.23,0.98,-15.93,48.77,15.38
-0.03,0.25,1.02,-18.19,46.20,14.28
-0.02,0.24,1.03,-19.84,46.94,12.94
-0.02,0.26,0.99,-20.51,49.44,12.21
-0.01,0.27,0.98,-19.96,49.68,11.17
-0.00,0.30,0.99,-19.41,49.26,10.19
0.00,0.31,0.99,-17.82,50.48,8.91
0.01,0.33,0.96,-16.11,51.76,6.71
0.02,0.30,0.95,-16.42,52.00,3.97
0.03,0.29,0.92,-17.58,52.43,2.14
0.04,0.30,0.89,-17.52,52.12,1.16
0.05,0.31,0.89,-17.46,50.96,-0.18
0.06,0.32,0.89,-17.40,49.87,-1.40
0.07,0.30,0.88,-17.40,49.38,-3.17
0.08,0.33,0.87,-17.15,48.83,-3.42
0.08,0.35,0.90,-18.25,47.18,-4.27
0.09,0.34,0.91,-17.70,46.69,-5.92
0.10,0.36,0.90,-15.38,47.91,-7.81
0.11,0.35,0.86,-13.85,49.38,-10.25
0.12,0.34,0.85,-12.70,48.52,-12.27
0.14,0.32,0.85,-14.83,47.00,-13.98
0.15,0.33,0.84,-16.48,46.33,-15.50
0.16,0.29,0.82,-19.53,45.59,-16.78
0.16,0.30,0.83,-20.75,43.82,-17.27
0.17,0.35,0.84,-17.82,42.85,-16.66
0.17,0.33,0.82,-15.20,42.79,-18.49
0.18,0.36,0.83,-14.16,41.99,-19.84
0.19,0.36,0.80,-14.83,41.38,-21.30
0.19,0.35,0.79,-17.40,41.02,-23.68
0.20,0.36,0.80,-18.92,39.73,-25.21
0.21,0.34,0.77,-20.14,39.55,-27.77
0.21,0.31,0.75,-19.90,39.31,-29.97
0.22,0.30,0.72,-18.37,38.64,-30.76
0.23,0.32,0.70,-16.54,37.35,-31.37
0.24,0.32,0.71,-15.14,35.10,-32.41
0.25,0.33,0.68,-14.83,33.81,-33.63
0.26,0.32,0.67,-15.50,31.49,-35.34
0.26,0.33,0.70,-16.17,28.08,-36.87
0.27,0.32,0.72,-15.56,25.82,-38.39
0.27,0.29,0.70,-14.83,25.45,-40.83
0.28,0.28,0.68,-15.32,24.60,-42.11
0.27,0.27,0.71,-16.30,22.16,-43.09
0.27,0.27,0.71,-14.77,21.36,-44.19
0.28,0.23,0.69,-13.79,21.12,-45.35
0.30,0.22,0.71,-11.29,19.71,-45.72
0.30,0.21,0.67,-7.87,19.78,-45.23
0.31,0.17,0.65,-6.84,19.71,-45.90
0.32,0.21,0.65,-7.75,17.94,-44.62
0.32,0.20,0.64,-9.46,16.91,-44.74
0.33,0.21,0.63,-10.80,15.20,-45.47
0.33,0.23,0.61,-10.80,13.85,-45.72
0.33,0.21,0.59,-10.25,11.78,-47.61
0.34,0.19,0.59,-9.52,9.16,-49.01
0.34,0.15,0.62,-9.22,6.29,-49.56
0.35,0.17,0.63,-8.18,4.64,-49.07
0.34,0.16,0.62,-7.08,4.33,-48.95
0.35,0.13,0.62,-7.08,3.30,-49.62
0.36,0.13,0.65,-6.84,1.65,-49.38
0.36,0.14,0.63,-5.74,1.59,-48.77
0.37,0.12,0.60,-5.80,2.50,-49.07
0.38,0.08,0.59,-7.69,1.40,-49.19
0.38,0.07,0.60,-10.01,-0.24,-47.61
0.38,0.11,0.62,-10.68,-1.46,-45.10
0.38,0.15,0.63,-9.03,-1.77,-43.70
0.37,0.19,0.59,-7.69,-0.12,-43.76
0.36,0.23,0.54,-9.03,0.18,-44.68
0.36,0.21,0.51,-11.60,-0.92,-47.24
0.37,0.22,0.45,-11.78,-3.11,-49.32
0.35,0.18,0.40,-12.82,-6.71,-50.72
0.34,0.14,0.43,-17.46,-13.18,-51.64
0.33,0.11,0.56,-20.14,-21.12,-51.64
0.32,0.06,0.63,-20.63,-24.72,-51.64
0.31,0.04,0.67,-19.10,-25.27,-51.15
0.32,0.04,0.67,-17.64,-25.51,-50.42
0.31,-0.02,0.64,-17.46,-24.84,-51.03
0.32,-0.07,0.63,-20.02,-26.18,-50.96
0.31,-0.10,0.63,-23.99,-28.26,-49.32
0.31,-0.14,0.65,-26.55,-31.01,-47.55
0.31,-0.15,0.69,-24.78,-33.94,-45.23
0.30,-0.11,0.71,-19.84,-35.52,-41.81
0.29,-0.10,0.75,-16.78,-37.48,-39.61
0.29,-0.08,0.81,-15.99,-39.12,-38.64
0.29,-0.10,0.80,-14.04,-38.45,-38.15
0.30,-0.13,0.79,-11.35,-37.48,-37.96
0.30,-0.14,0.80,-8.85,-37.90,-36.44
0.30,-0.15,0.80,-7.81,-38.21,-35.16
0.29,-0.18,0.79,-8.12,-38.82,-34.06
0.28,-0.18,0.83,-7.75,-40.89,-32.29
0.28,-0.17,0.88,-6.71,-42.24,-30.03
0.28,-0.18,0.90,-5.25,-41.32,-28.81
0.28,-0.17,0.87,-2.62,-39.55,-26.98
0.28,-0.16,0.82,-0.55,-38.09,-24.90
0.28,-0.18,0.78,-0.37,-37.84,-23.68
0.27,-0.14,0.76,-1.59,-39.73,-21.48
0.25,-0.18,0.76,-1.28,-42.18,-19.84
0.23,-0.16,0.80,-1.53,-44.25,-16.54
0.23,-0.15,0.85,1.40,-46.08,-14.34
0.22,-0.16,0.82,3.36,-44.68,-13.18
0.21,-0.14,0.80,2.26,-44.31,-11.78
0.23,-0.09,0.79,-0.18,-44.98,-10.44
0.22,-0.10,0.73,-2.01,-44.92,-11.05
0.22,-0.06,0.71,-3.97,-46.45,-10.99
0.20,-0.06,0.74,-7.45,-50.84,-10.07
0.20,-0.12,0.78,-9.28,-53.41,-10.31
0.17,-0.10,0.80,-10.93,-55.36,-7.45
0.15,-0.12,0.86,-8.36,-56.82,-5.31
0.15,-0.12,0.91,-3.23,-57.01,-3.42
0.15,-0.11,0.91,2.62,-54.69,-1.10
0.14,-0.10,0.82,4.03,-51.57,0.31
0.13,-0.10,0.82,-1.46,-54.02,1.53
0.12,-0.11,0.91,-9.70,-59.33,2.44
0.09,-0.11,1.01,-14.47,-61.40,3.97
0.06,-0.10,1.06,-12.88,-60.36,5.62
0.04,-0.11,1.07,-8.24,-57.31,6.84
0.04,-0.12,1.06,-5.13,-54.38,7.75
0.04,-0.14,1.00,-3.66,-51.27,8.97
0.05,-0.19,0.97,-3.60,-50.11,10.25
0.05,-0.17,0.95,-6.53,-51.45,14.04
0.03,-0.12,1.03,-11.54,-54.38,18.92
0.01,-0.04,1.11,-14.40,-56.09,21.91
-0.01,0.03,1.16,-13.98,-54.50,23.56
-0.02,0.05,1.14,-10.19,-50.54,22.89
-0.03,0.00,1.14,-5.74,-47.73,20.45
-0.01,-0.06,1.11,-1.77,-45.23,19.41
-0.02,-0.09,1.01,1.89,-42.11,20.51
-0.02,-0.07,1.05,3.48,-44.68,23.13
-0.02,-0.07,1.14,1.89,-48.46,24.60
-0.04,-0.01,1.22,-2.56,-48.58,26.43
-0.06,0.03,1.31,-6.96,-47.24,27.77
-0.07,0.03,1.35,-7.26,-42.79,26.67
-0.08,0.00,1.30,-2.56,-36.19,25.63
-0.08,-0.07,1.18,2.08,-29.91,25.15
-0.07,-0.11,1.12,2.69,-28.50,26.12
-0.07,-0.11,1.11,0.67,-30.03,29.17
-0.08,-0.06,1.14,-1.16,-31.56,32.23
-0.10,-0.03,1.22,-2.99,-33.45,34.42
-0.11,-0.00,1.31,-5.37,-33.45,35.28
-0.12,0.02,1.34,-6.16,-29.48,36.19
-0.12,0.00,1.31,-4.39,-24.05,35.83
-0.12,0.02,1.24,-0.73,-19.17,36.01
-0.11,-0.00,1.19,1.53,-16.30,36.07
-0.11,-0.04,1.13,2.08,-14.53,35.52
-0.10,-0.04,1.07,0.49,-13.43,36.68
-0.11,-0.01,1.09,-2.44,-16.11,38.76
-0.12,-0.03,1.14,-5.13,-18.43,39.73
-0.13,-0.02,1.17,-4.76,-18.13,41.02
-0.13,0.01,1.16,-2.08,-15.50,42.91
-0.13,0.03,1.13,0.24,-12.82,43.76
-0.12,0.01,1.12,1.40,-11.96,44.01
-0.12,-0.01,1.07,1.83,-10.86,44.37
-0.14,0.02,1.06,4.46,-11.11,46.81
-0.17,0.04,1.05,9.52,-12.27,48.34
-0.18,0.05,1.07,11.11,-13.12,49.01
-0.20,0.07,1.10,12.63,-14.28,49.13
-0.18,0.05,1.11,17.09,-12.88,48.71
-0.18,0.03,1.05,20.94,-11.41,48.58
-0.18,0.07,1.06,19.53,-11.96,50.84
-0.18,0.08,1.08,15.50,-13.24,50.66
-0.18,0.06,1.12,9.89,-14.04,50.05
-0.19,0.13,1.15,3.36,-13.31,51.03
-0.21,0.12,1.21,-3.11,-12.82,49.80
-0.20,0.16,1.24,-7.57,-10.07,48.22
-0.21,0.14,1.23,-10.19,-6.10,46.14
-0.21,0.15,1.19,-9.70,-1.71,44.74
-0.21,0.15,1.14,-9.46,0.61,43.82
-0.21,0.12,1.13,-9.89,1.46,42.36
-0.21,0.11,1.14,-8.79,1.95,41.81
-0.21,0.11,1.11,-6.10,3.72,41.63
-0.21,0.08,1.10,-3.97,4.46,40.59
-0.19,0.06,1.11,-1.59,4.76,40.89
-0.20,0.08,1.12,-1.34,5.86,41.99
-0.20,0.13,1.14,-0.67,7.08,43.76
-0.19,0.13,1.15,-1.40,8.24,43.46
-0.19,0.15,1.15,-2.69,9.95,42.79
-0.19,0.16,1.15,-2.56,11.96,41.50
-0.20,0.18,1.09,-4.27,14.65,40.22
-0.19,0.14,1.09,-7.08,14.34,38.45
-0.19,0.10,1.12,-7.32,13.18,37.17
-0.19,0.12,1.10,-2.99,14.83,38.27
-0.19,0.12,1.08,0.98,16.17,38.76
-0.17,0.11,1.10,1.77,15.38,38.88
-0.18,0.11,1.11,1.53,15.69,39.06
-0.18,0.13,1.11,1.89,16.91,39.37
-0.16,0.10,1.13,2.01,17.64,38.45
-0.17,0.12,1.12,3.85,19.47,39.00
-0.17,0.13,1.12,7.20,20.51,39.31
-0.17,0.10,1.08,8.36,22.46,37.84
-0.16,0.14,1.07,8.85,22.95,39.06
-0.15,0.12,1.06,6.41,22.03,38.15
-0.16,0.12,1.09,2.69,21.73,37.60
-0.15,0.10,1.14,2.01,21.42,37.23
-0.16,0.11,1.11,3.30,24.35,37.11
-0.14,0.13,1.09,5.37,26.92,37.05
-0.13,0.12,1.06,2.50,28.14,35.64
-0.13,0.12,1.02,-2.01,29.05,35.34
-0.12,0.11,1.02,-8.06,27.89,34.79
-0.13,0.14,1.06,-10.80,25.82,35.40
-0.13,0.21,1.07,-8.48,26.49,36.19
-0.13,0.23,1.07,-7.14,27.53,33.81
-0.12,0.25,1.09,-7.02,28.38,31.31
-0.11,0.23,1.09,-6.77,29.91,28.44
-0.09,0.18,1.05,-6.47,32.71,25.57
-0.09,0.17,1.01,-6.77,34.48,25.15
-0.08,0.17,1.02,-8.48,33.20,25.21
-0.08,0.19,1.06,-9.89,31.80,25.39
-0.09,0.23,1.07,-10.31,32.41,25.88
-0.09,0.23,1.09,-9.46,33.45,24.78
-0.08,0.24,1.08,-8.24,35.28,23.62
-0.07,0.26,1.05,-6.41,37.48,22.89
-0.06,0.26,1.00,-5.00,38.94,21.42
-0.04,0.26,0.98,-4.94,38.94,19.65
-0.03,0.25,0.97,-6.23,37.90,18.43
-0.03,0.26,0.98,-8.12,37.29,17.58
-0.03,0.31,1.00,-9.34,36.19,17.15
-0.03,0.30,1.02,-10.44,36.25,15.20
-0.02,0.30,1.02,-11.29,37.60,13.31
-0.01,0.31,1.00,-10.86,39.06,11.72
0.00,0.31,0.96,-9.09,40.22,10.38
0.00,0.30,0.95,-9.46,40.04,8.85
0.02,0.35,0.93,-11.78,39.00,7.69
0.02,0.34,0.92,-12.88,38.33,5.49
0.03,0.33,0.95,-15.63,36.56,3.36
0.03,0.34,0.96,-15.38,36.32,2.32
0.03,0.33,0.94,-15.69,37.35,0.79
0.05,0.34,0.95,-16.05,37.41,-0.55
0.05,0.33,0.91,-15.99,38.02,-2.26
0.06,0.34,0.89,-16.60,37.84,-3.54
0.07,0.37,0.90,-17.09,36.07,-4.27
0.08,0.35,0.87,-17.70,36.74,-6.59
0.08,0.33,0.87,-19.53,35.58,-8.48
0.09,0.33,0.91,-21.00,33.45,-9.46
0.09,0.34,0.89,-20.26,33.87,-10.56
0.10,0.33,0.88,-18.37,34.24,-11.78
0.11,0.31,0.90,-17.58,33.14,-13.61
0.11,0.32,0.89,-16.91,33.63,-14.71
0.11,0.33,0.86,-17.09,34.42,-15.63
0.13,0.30,0.87,-18.25,33.45,-18.13
0.14,0.29,0.84,-19.47,33.26,-19.90
0.14,0.28,0.82,-20.57,32.84,-20.51
0.15,0.28,0.85,-20.75,30.88,-21.48
0.16,0.30,0.87,-20.32,29.60,-21.67
0.16,0.31,0.85,-19.59,30.70,-22.64
0.17,0.31,0.83,-19.71,30.46,-24.35
0.18,0.29,0.82,-20.26,29.54,-25.76
0.19,0.28,0.81,-21.48,28.44,-26.67
0.19,0.30,0.81,-21.61,27.10,-27.28
0.19,0.30,0.82,-22.09,25.94,-28.32
0.20,0.27,0.84,-23.50,25.21,-30.21
0.20,0.23,0.83,-24.11,25.51,-31.13
0.21,0.25,0.83,-22.52,25.76,-30.33
0.21,0.27,0.83,-18.74,25.33,-30.09
0.21,0.28,0.78,-15.56,25.76,-31.13
0.22,0.25,0.78,-15.08,24.60,-32.17
0.23,0.25,0.80,-15.75,22.46,-32.84
0.24,0.27,0.78,-16.85,22.28,-32.53
0.24,0.25,0.81,-17.70,20.81,-33.69
0.25,0.24,0.82,-18.19,20.14,-34.36
0.25,0.27,0.81,-18.25,20.87,-34.00
0.25,0.26,0.80,-17.82,21.30,-34.91
0.26,0.28,0.78,-17.46,21.36,-35.71
0.27,0.26,0.75,-16.91,20.81,-36.87
0.27,0.24,0.73,-16.85,19.71,-37.35
0.27,0.25,0.75,-16.85,17.09,-37.23
0.26,0.27,0.76,-16.54,14.95,-37.29
0.27,0.27,0.78,-16.30,14.10,-38.15
0.27,0.26,0.79,-15.50,13.61,-39.37
0.28,0.27,0.74,-13.37,14.71,-40.41
0.29,0.24,0.72,-12.15,14.34,-41.38
0.30,0.23,0.72,-12.45,12.45,-42.05
0.30,0.25,0.72,-11.90,11.11,-41.44
0.31,0.23,0.74,-11.60,9.03,-41.75
0.30,0.24,0.75,-11.60,7.57,-42.05
0.30,0.24,0.75,-11.29,6.84,-42.18
0.31,0.23,0.76,-11.11,5.98,-42.79
0.31,0.22,0.77,-10.99,5.31,-43.27
0.30,0.25,0.75,-10.25,5.31,-43.03
0.30,0.23,0.75,-12.02,4.33,-43.95
0.31,0.19,0.75,-10.99,3.36,-45.41
0.31,0.20,0.72,-10.86,2.99,-44.49
0.31,0.19,0.71,-10.13,1.65,-44.37
0.30,0.16,0.72,-10.44,-0.55,-44.80
0.30,0.17,0.73,-11.54,-2.14,-44.07
0.31,0.16,0.73,-12.39,-3.23,-43.52
0.31,0.16,0.74,-12.57,-3.78,-43.82
0.31,0.15,0.74,-11.96,-4.64,-43.52
0.32,0.15,0.69,-12.02,-4.70,-43.52
0.32,0.16,0.71,-13.00,-6.77,-43.40
0.32,0.15,0.74,-13.00,-8.54,-43.46
0.31,0.15,0.72,-12.82,-8.85,-43.58
0.31,0.14,0.77,-12.45,-10.74,-43.33
0.31,0.11,0.79,-11.96,-11.90,-44.01
0.31,0.08,0.77,-11.41,-10.86,-44.07
0.32,0.06,0.77,-10.38,-11.17,-43.21
0.32,0.07,0.76,-8.67,-11.54,-41.99
0.32,0.05,0.73,-8.61,-11.84,-41.32
0.32,0.03,0.73,-10.07,-13.43,-40.89
0.32,0.01,0.74,-12.33,-15.56,-39.79
0.31,-0.01,0.78,-13.92,-17.27,-38.51
0.31,0.01,0.79,-13.24,-17.46,-36.32
0.31,-0.01,0.78,-11.96,-16.78,-35.46
0.31,-0.01,0.77,-11.35,-16.60,-34.48
0.32,-0.00,0.74,-11.23,-16.24,-33.02
0.33,-0.02,0.71,-11.23,-16.60,-32.59
0.33,-0.02,0.68,-10.74,-17.46,-31.62
0.33,-0.03,0.66,-11.78,-18.98,-30.70
0.31,-0.01,0.69,-13.73,-22.28,-29.24
0.31,0.03,0.77,-14.89,-25.33,-27.40
0.31,0.02,0.78,-13.85,-24.84,-27.40
0.31,0.05,0.74,-10.19,-23.07,-26.31
0.31,0.02,0.72,-7.26,-23.50,-26.61
